سورہ نمبر,فعل (Verb),معنی (Meaning),حروف اصلی (Root Letters),مادہ/اصل کے مختلف اردو معانی,اردو میں مستعمل لفظ/جملے,عربی مثال,ترجمہ (مثال کا),صرفی و نحوی وضاحت
18,تُطِعْ,تم اطاعت کرو,طوع,طاعت، اطاعت، فرمانبرداری، تابعداری,اطاعت کرنا، ماننا، فرمانبرداری کرنا,تُطِعْ الأوامر ولا تتجاهلها,تم احکامات کی اطاعت کرو اور انہیں نظر انداز نہ کرو,فعل مضارع، معروف، صیغہ دوم مذکر واحد، مجزوم
18,شَآءَ,چاہے,شيأ,چیز، شے، مواد,چاہنا، ارادہ کرنا، خواہش کرنا,شَآءَ أن يذهب إلى السوق,اس نے بازار جانے کا ارادہ کیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
18,شَآءَ,چاہے,شيأ,چیز، شے، مواد,چاہنا، ارادہ کرنا، خواہش کرنا,شَآءَ أن يذهب إلى السوق,اس نے بازار جانے کا ارادہ کیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
18,أَحَاطَ,گھیر لیں گی,حوط,گھیرنا، احاطہ کرنا، محیط ہونا,گھیرنا، محاصرہ کرنا، چاروں طرف سے بند کرنا,الموت أحاط بنا,موت نے ہمیں گھیر لیا ہے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
18,يَشْوِى,جو بھون ڈالے گا,شوي,,بھوننا، سینکنا، گرم کرنا,هو يشوى اللحم,وہ گوشت بھون ڈالے گا,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
18,بِئْسَ,کتنی بری ہے,بأس,مصیبت، سختی، شدیدت,برا ہونا، ناخوشگوار ہونا، بری طرح,هو بئس الخبر,وہ خبر کتنی بری ہے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
18,نُضِيعُ,ہم ضائع کرتے,ضيع,ضائع کرنا& بے کار,ضائع کرنا، گم کرنا، ختم کرنا,نحن نضيع الوقت,ہم وقت ضائع کرتے ہیں,فعل مضارع، معروف، صیغہ اول جمع، مرفوع
18,أَحْسَنَ,اچھا کرے,حسن,خوبصورتی، نیکی، اچھائی,نیکی کرنا، بہتری کرنا، خوبی کا کام کرنا,الرجل أحسن إلى الناس,آدمی نے لوگوں کے لئے نیکی کی,فعل ماضی، معروف، صیغہ سوم مذکر واحد
18,تَجْرِى,بہتی ہیں,جري,بہنا& چلنا,بہنا، روانہ ہونا، گزرنا,تَجْرِى الأنهار في الأرض,دریا زمین میں بہتے ہیں,فعل مضارع، معروف، مرفوع
18,نِعْمَ,کتنا اچھا,نعم,برکت، مہربانی، احسان,بہتر ہونا، اچھا ہونا,نعم الطعام في هذا المطعم,اس ریستوران کا کھانا کتنا اچھا ہے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
18,ءَاتَتْ,دیئے,أتي,آنا، پہنچنا، لے آنا,دینا، پہنچانا، سونپنا,هي ءاتت الهدية,وہ تحفہ دے چکی تھی,فعل ماضی، معروف
18,تَظْلِم,کمی کی,ظلم,ظلم، ظلمت، اندھیرا,کمی کرنا، ظلم کرنا، نا انصافی کرنا,أنت تظلم الناس,تم لوگوں کو نا انصافی کرتے ہو,فعل مضارع، معروف، مجزوم
18,قَالَ,کہنے لگا,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,هو قال الحق,وہ نے سچ بولا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
18,أَظُنُّ,میں  سمجھتا,ظنن,سمجھنا، گمان کرنا، شک کرنا,سمجھنا، گمان کرنا، شک کرنا,أنا أظن أنه مريض,میں سمجھتا ہوں کہ وہ بیمار ہے,فعل مضارع، معروف، صیغہ اول واحد، مرفوع
18,تَبِيدَ,ہلاک ہوگا/ برباد ہوگا,بيد,,برباد کرنا، خراب کرنا، تباہ کرنا,أنت تبيد الأرض,تم زمین کو برباد کر ڈالو گے,فعل مضارع، معروف، منصوب
18,أَظُنُّ,میں سمجھتا کہ,ظنن,سمجھنا، گمان کرنا، شک کرنا,سمجھنا، گمان کرنا، شک کرنا,أنا أظن أنه مريض,میں سمجھتا ہوں کہ وہ بیمار ہے,فعل مضارع، معروف، صیغہ اول واحد، مرفوع
18,قَالَ,کہا,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,هو قال الحق,وہ نے سچ بولا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
18,أُشْرِكُ,میں شریک ٹھہراتا,شرك,شرک کرنا، بہت پرستی کرنا، ساتھی بنانا,شریک کرنا، مشترک کرنا، حصہ دار بنانا,أنا أشرك في العمل,میں کام میں شریک ٹھہراتا ہوں,فعل مضارع، معروف، صیغہ اول واحد، مرفوع
18,شَآءَ,چاہے,شيأ,چیز، شے، مواد,چاہنا، ارادہ کرنا، خواہش کرنا,شَآءَ أن يذهب إلى السوق,اس نے بازار جانے کا ارادہ کیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
18,يُصْبِحَ,ہوجائے,صبح,صبح، سحر، بام,صبح ہونا، روشن ہونا، برخاست ہونا,هو يصبح غنيا,وہ امیر ہوجائے گا,فعل مضارع، معروف، صیغہ سوم مذکر واحد، منصوب
18,تَسْتَطِيعَ,تم استطاعت رکھتے,طوع,طاعت، اطاعت، فرمانبرداری، تابعداری,استطاعت رکھنا، قابل ہونا، کر سکنا,أنت تستطيع القراءة,تم پڑھ سکتے ہو,فعل مضارع، معروف، صیغہ دوم مذکر واحد، منصوب
18,يُقَلِّبُ,الٹ پلٹ کرنے,قلب,پھیرنا، موڑنا، بدلنا، رائے بدلنا,الٹ پلٹ کرنا، مڑنا، بدلنا,هو يقلب الصفحة,وہ صفحہ الٹ پلٹ دیتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
18,أَنفَقَ,خرچ کیا تھا اس نے,نفق,خرچ کرنا، اخراج کرنا، صرف کرنا,خرچ کرنا، صرف کرنا، ادا کرنا,هو أنفق النقود,اس نے پیسے خرچ کیے تھے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
18,أُشْرِكْ,میں شریک ٹھہراتا,شرك,شرک کرنا، بہت پرستی کرنا، ساتھی بنانا,شریک کرنا، مشترک کرنا، حصہ دار بنانا,أنا أشرك في العمل,میں کام میں شریک ٹھہراتا ہوں,فعل مضارع، معروف، صیغہ اول واحد، مجزوم
18,تَكُن,تھی,كون,ہونا، موجود ہونا، وجود میں آنا,ہونا، موجود ہونا، وجود میں آنا,إنك تَكُن من الصالحين,تو نیک لوگوں میں ہو,فعل مضارع، معروف، مجزوم
18,كَانَ,وہ,كون,ہونا، موجود ہونا، وجود میں آنا,ہونا، موجود ہونا، وجود میں آنا,كان الوالد في المنزل,والد گھر میں تھے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
18,نُسَيِّرُ,ہم چلائیں گے,سير,چلنا، سیر کرنا، گھومنا,چلانا، سفر کرنا، گزارنا,نحن نسيّر السيارة,ہم گاڑی چلائیں گے,فعل مضارع، معروف، صیغہ اول جمع، مرفوع
18,نُغَادِرْ,ہم چھوڑیں گے,غدر,,چھوڑنا، ترک کرنا، بھگانا,نحن نغادر المدينة,ہم شہر چھوڑ دیں گے,فعل مضارع، معروف، صیغہ اول جمع، مجزوم
18,نَّجْعَلَ,ہم نے بنایا,جعل,بنانا، تشکیل دینا، ڈالنا,بنانا، تیار کرنا، شکل دینا,نحن نجعل الطعام,ہم نے کھانا بنایا,فعل مضارع، معروف، صیغہ اول جمع، منصوب
18,يُغَادِرُ,چھوڑا اس نے,غدر,,چھوڑنا، ترک کرنا، بھگانا,هو يغادر المنزل,وہ گھر چھوڑتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
18,يَظْلِمُ,ظلم کرے گا,ظلم,ظلم، ظلمت، اندھیرا,ظلم کرنا، ستم کرنا، انصاف نہ کرنا,هو يظلم الناس,وہ لوگوں پر ظلم کرتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
18,كَانَ,تھا وہ,كون,ہونا، موجود ہونا، وجود میں آنا,ہونا، موجود ہونا، وجود میں آنا,كان الوالد في المنزل,والد گھر میں تھے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
18,بِئْسَ,کتنا برا ہے,بأس,مصیبت، سختی، شدیدت,برا ہونا، ناخوشگوار ہونا، بری طرح,هو بئس الخبر,وہ خبر کتنی بری ہے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
18,يَقُولُ,وہ کہے گا,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، اظہار کرنا,يَقُولُ الحكيم: العلم نور,حکیم کہتے ہیں: علم روشنی ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
18,مَنَعَ,روکا,منع,روکنا، منع کرنا، باز رکھنا,روکنا، منع کرنا، باز رکھنا,هو منع الطفل من اللعب,اس نے بچے کو کھیلنے سے روکا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
18,نُرْسِلُ,ہم بھیجتے,رسل,پیغمبر، رسول، اللہ کا بھیجا ہوا,بھیجنا، پہنچانا، موصول کرانا,نحن نرسل الرسائل,ہم پیغامات بھیجتے ہیں,فعل مضارع، معروف، صیغہ اول جمع، مرفوع
18,ذُكِّرَ,نصیحت کیا گیا,ذكر,ذکر، یاد، تذکرہ، یاد کرنا,نصیحت کرنا، یاد دلانا، تذکرہ کرنا,هو ذكر في القصة,اس کا ذکر کہانی میں کیا گیا تھا,فعل ماضی، مجہول، صیغہ سوم مذکر واحد
18,قَدَّمَتْ,آگے بھیجا,قدم,پیشگی، آگے بڑھنا، پیش رفت,پیش کرنا، اگے بڑھانا، پیشگی دینا,قدمت الطلب للمدير,اس نے درخواست مینیجر کو پیش کی,فعل ماضی، معروف
18,قَالَ,کہا,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,هو قال الحق,وہ نے سچ بولا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
18,أَبْرَحُ,میں پلٹوں گا/ نہ میں پھروں گا,برح,,پلٹنا، مڑنا، بھگنا,أنا أبرح البيت,میں گھر چھوڑوں گا,فعل مضارع، معروف، صیغہ اول واحد، مرفوع
18,أَبْلُغَ,میں پہنچ جاؤں,بلغ,پہنچنا، مکمل کرنا، اطلاع دینا,پہنچنا، رسائی ہونا، بھیجنا,أنا أبلغ المدرسة,میں سکول پہنچ جاؤں گا,فعل مضارع، معروف، صیغہ اول واحد، منصوب
18,أَمْضِىَ,میں چلتا رہوں گا,مضي,گزرنا& بیتنا,گزرنا، بیتنا، گزارنا,أنا أمضي في السفر,میں سفر میں چلتا رہوں گا,فعل مضارع، معروف، صیغہ اول واحد، منصوب
18,قَالَ,کہا,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,هو قال الحق,وہ نے سچ بولا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
18,قَالَ,اس نے کہا,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,هو قال الحق,وہ نے سچ بولا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
18,قَالَ,(موسیٰ نے) کہا,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,هو قال الحق,وہ نے سچ بولا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
18,نَبْغِ,ہم چاہتے,بغي,زیادتی، غلطی، سرکشی,چاہنا، خواہش کرنا، آرزو کرنا,نحن نبغي السلام,ہم امن چاہتے ہیں,فعل مضارع، معروف، صیغہ اول جمع، مرفوع
18,قَالَ,کہا,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,هو قال الحق,وہ نے سچ بولا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
18,قَالَ,اس نے کہا,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,هو قال الحق,وہ نے سچ بولا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
18,تَسْتَطِيعَ,تو استطاعت رکھے گا,طوع,طاعت، اطاعت، فرمانبرداری، تابعداری,استطاعت رکھنا، قابل ہونا، کر سکنا,أنت تستطيع القراءة,تم پڑھ سکتے ہو,فعل مضارع، معروف، صیغہ دوم مذکر واحد، منصوب
18,تَصْبِرُ,تم صبر کرسکتے ہو,صبر,صبر، ثبات، استقامت,صبر کرنا، ثابت قدم رہنا، برداشت کرنا,أنت تصبر على المشاكل,تم مشکلات پر صبر کرسکتے ہو,فعل مضارع، معروف، صیغہ دوم مذکر واحد، مرفوع
18,تُحِطْ,تم نے احاطہ کیا,حوط,گھیرنا، احاطہ کرنا، محیط ہونا,احاطہ کرنا، محیط ہونا، گھیرنا,أنت تحط بالعلم,تم نے علم کا احاطہ کیا,فعل مضارع، معروف، صیغہ دوم مذکر واحد، مجزوم
